Platform,Year_of_Release,Publisher,NA_Sales,EU_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Target
7.0,2004.0,61.0,17.0,13.0,66.0,63.0,44.0,73.0,47.0,374.0,5.0,10.0
10.0,2010.0,77.0,3.0,0.0,66.0,71.0,30.0,79.0,35.0,645.0,5.0,2.0
8.0,2010.0,127.0,6.0,3.0,66.0,60.0,30.0,69.0,29.0,379.0,4.0,6.0
8.0,2013.0,77.0,0.0,19.0,66.0,71.0,35.0,78.0,61.0,497.0,5.0,0.0
15.0,2005.0,126.0,49.0,14.0,66.0,88.0,64.0,80.0,69.0,285.0,4.0,0.0
16.0,2015.0,136.0,38.0,22.0,65.0,70.0,17.0,67.0,44.0,701.0,2.0,0.0
7.0,2008.0,5.0,24.0,0.0,65.0,73.0,6.0,86.0,5.0,808.0,2.0,6.0
11.0,2014.0,101.0,15.0,10.0,65.0,73.0,39.0,83.0,265.0,198.0,5.0,2.0
8.0,2008.0,126.0,31.0,23.0,65.0,63.0,30.0,63.0,26.0,760.0,5.0,0.0
7.0,2005.0,110.0,18.0,14.0,65.0,74.0,36.0,90.0,54.0,745.0,5.0,8.0
4.0,2003.0,80.0,41.0,11.0,65.0,89.0,50.0,85.0,161.0,39.0,5.0,10.0
7.0,2005.0,28.0,32.0,25.0,65.0,60.0,20.0,89.0,7.0,67.0,2.0,4.0
14.0,2008.0,71.0,33.0,25.0,65.0,76.0,32.0,74.0,25.0,385.0,5.0,8.0
3.0,2004.0,80.0,25.0,9.0,65.0,60.0,23.0,66.0,5.0,57.0,1.0,10.0
7.0,2002.0,126.0,32.0,25.0,65.0,47.0,11.0,60.0,6.0,754.0,5.0,3.0
8.0,2008.0,30.0,34.0,22.0,65.0,82.0,34.0,72.0,9.0,226.0,1.0,7.0
11.0,2012.0,136.0,42.0,13.0,65.0,85.0,51.0,78.0,192.0,467.0,4.0,7.0
14.0,2008.0,30.0,35.0,23.0,65.0,84.0,41.0,78.0,29.0,226.0,1.0,4.0
3.0,2003.0,80.0,47.0,17.0,65.0,89.0,34.0,94.0,97.0,349.0,1.0,1.0
2.0,2007.0,80.0,28.0,2.0,65.0,60.0,35.0,74.0,19.0,693.0,2.0,0.0
12.0,2011.0,80.0,30.0,13.0,65.0,80.0,61.0,84.0,179.0,445.0,5.0,0.0
7.0,2003.0,110.0,19.0,15.0,65.0,63.0,55.0,91.0,88.0,137.0,4.0,0.0
7.0,2005.0,104.0,32.0,25.0,65.0,77.0,48.0,88.0,43.0,657.0,5.0,2.0
7.0,2005.0,30.0,54.0,2.0,65.0,68.0,29.0,67.0,48.0,235.0,2.0,6.0
14.0,2009.0,30.0,39.0,20.0,65.0,80.0,51.0,69.0,20.0,226.0,1.0,9.0
12.0,2008.0,5.0,28.0,28.0,65.0,54.0,11.0,75.0,26.0,742.0,5.0,0.0
5.0,2016.0,34.0,3.0,57.0,65.0,64.0,5.0,80.0,20.0,292.0,1.0,6.0
11.0,2014.0,117.0,32.0,16.0,64.0,64.0,31.0,76.0,358.0,357.0,4.0,10.0
3.0,2004.0,133.0,46.0,17.0,64.0,67.0,23.0,66.0,12.0,783.0,1.0,9.0
5.0,2013.0,126.0,22.0,38.0,64.0,84.0,10.0,77.0,1470.0,754.0,4.0,2.0
12.0,2008.0,30.0,27.0,31.0,64.0,54.0,12.0,62.0,29.0,252.0,5.0,9.0
7.0,2004.0,133.0,32.0,25.0,64.0,60.0,16.0,80.0,44.0,246.0,1.0,4.0
7.0,2004.0,133.0,32.0,25.0,64.0,64.0,38.0,80.0,129.0,740.0,1.0,0.0
13.0,2014.0,136.0,33.0,23.0,64.0,68.0,5.0,77.0,25.0,701.0,2.0,3.0
15.0,2003.0,117.0,47.0,15.0,64.0,84.0,34.0,84.0,49.0,580.0,4.0,9.0
2.0,2009.0,115.0,44.0,14.0,64.0,72.0,21.0,77.0,22.0,14.0,1.0,0.0
7.0,2004.0,30.0,54.0,2.0,64.0,60.0,38.0,70.0,32.0,216.0,5.0,1.0
14.0,2014.0,117.0,38.0,20.0,64.0,50.0,5.0,40.0,65.0,810.0,5.0,10.0
10.0,2007.0,110.0,20.0,13.0,64.0,74.0,32.0,74.0,28.0,698.0,5.0,8.0
15.0,2004.0,30.0,43.0,19.0,64.0,83.0,51.0,74.0,27.0,218.0,5.0,11.0
7.0,2003.0,5.0,31.0,24.0,64.0,58.0,24.0,72.0,13.0,287.0,5.0,6.0
15.0,2005.0,30.0,56.0,4.0,64.0,79.0,30.0,64.0,15.0,209.0,1.0,0.0
0.0,2011.0,126.0,23.0,35.0,64.0,61.0,39.0,66.0,48.0,757.0,1.0,0.0
5.0,2013.0,99.0,0.0,60.0,64.0,85.0,41.0,55.0,275.0,672.0,1.0,7.0
15.0,2002.0,29.0,28.0,33.0,64.0,88.0,20.0,77.0,34.0,264.0,5.0,8.0
7.0,2006.0,19.0,15.0,12.0,64.0,81.0,45.0,89.0,62.0,129.0,4.0,0.0
8.0,2010.0,19.0,17.0,4.0,64.0,61.0,37.0,79.0,29.0,129.0,5.0,3.0
14.0,2007.0,115.0,25.0,31.0,64.0,75.0,38.0,73.0,31.0,515.0,5.0,8.0
12.0,2009.0,94.0,56.0,4.0,64.0,67.0,18.0,82.0,10.0,242.0,2.0,10.0
9.0,2016.0,15.0,22.0,32.0,64.0,88.0,56.0,77.0,569.0,49.0,4.0,7.0
16.0,2014.0,126.0,25.0,34.0,64.0,64.0,18.0,59.0,176.0,765.0,5.0,10.0
14.0,2010.0,77.0,49.0,9.0,64.0,57.0,33.0,74.0,30.0,666.0,5.0,7.0
8.0,2012.0,30.0,33.0,21.0,64.0,84.0,22.0,68.0,60.0,235.0,2.0,2.0
8.0,2012.0,119.0,23.0,14.0,64.0,74.0,34.0,77.0,109.0,717.0,4.0,9.0
16.0,2015.0,117.0,37.0,20.0,64.0,74.0,31.0,51.0,336.0,750.0,4.0,0.0
7.0,2004.0,5.0,31.0,24.0,64.0,63.0,25.0,57.0,12.0,27.0,1.0,7.0
8.0,2008.0,19.0,31.0,17.0,64.0,67.0,34.0,70.0,36.0,129.0,5.0,4.0
7.0,2005.0,5.0,53.0,2.0,63.0,82.0,44.0,73.0,41.0,561.0,5.0,8.0
14.0,2006.0,63.0,55.0,3.0,63.0,81.0,50.0,80.0,45.0,740.0,2.0,0.0
12.0,2010.0,64.0,53.0,6.0,63.0,91.0,10.0,69.0,36.0,70.0,5.0,10.0
5.0,2011.0,30.0,23.0,33.0,63.0,82.0,45.0,45.0,4533.0,88.0,4.0,8.0
15.0,2001.0,5.0,41.0,19.0,63.0,78.0,24.0,88.0,5.0,742.0,5.0,2.0
8.0,2007.0,30.0,56.0,2.0,63.0,73.0,28.0,68.0,10.0,209.0,1.0,10.0
15.0,2002.0,30.0,20.0,40.0,63.0,88.0,11.0,77.0,11.0,209.0,1.0,10.0
14.0,2009.0,30.0,37.0,20.0,63.0,55.0,58.0,70.0,110.0,512.0,5.0,2.0
5.0,2014.0,126.0,15.0,44.0,63.0,80.0,17.0,67.0,1064.0,760.0,4.0,0.0
7.0,2005.0,30.0,53.0,2.0,63.0,78.0,18.0,77.0,18.0,222.0,1.0,0.0
10.0,2008.0,99.0,46.0,9.0,63.0,44.0,7.0,65.0,16.0,55.0,5.0,7.0
8.0,2010.0,101.0,23.0,9.0,63.0,60.0,45.0,71.0,64.0,395.0,5.0,8.0
14.0,2007.0,115.0,22.0,34.0,63.0,68.0,24.0,76.0,21.0,363.0,5.0,7.0
8.0,2009.0,5.0,25.0,27.0,63.0,71.0,58.0,74.0,77.0,826.0,4.0,2.0
14.0,2013.0,5.0,46.0,11.0,63.0,32.0,30.0,40.0,410.0,725.0,4.0,7.0
5.0,2011.0,30.0,40.0,23.0,63.0,70.0,22.0,36.0,81.0,731.0,5.0,0.0
7.0,2002.0,101.0,12.0,9.0,63.0,82.0,31.0,84.0,32.0,604.0,1.0,4.0
8.0,2007.0,99.0,7.0,42.0,63.0,75.0,40.0,70.0,20.0,621.0,1.0,3.0
7.0,2007.0,119.0,22.0,20.0,63.0,89.0,25.0,83.0,296.0,64.0,4.0,0.0
7.0,2001.0,30.0,31.0,24.0,63.0,82.0,17.0,58.0,28.0,222.0,1.0,10.0
0.0,2012.0,5.0,38.0,20.0,63.0,62.0,7.0,46.0,20.0,252.0,1.0,10.0
14.0,2008.0,99.0,38.0,19.0,63.0,80.0,76.0,84.0,178.0,448.0,4.0,0.0
7.0,2006.0,19.0,11.0,3.0,63.0,93.0,69.0,93.0,327.0,149.0,5.0,0.0
10.0,2009.0,41.0,18.0,6.0,63.0,89.0,40.0,83.0,317.0,63.0,4.0,6.0
6.0,2000.0,30.0,35.0,24.0,63.0,88.0,10.0,77.0,7.0,510.0,1.0,10.0
5.0,2013.0,30.0,17.0,39.0,63.0,76.0,47.0,65.0,1223.0,170.0,4.0,10.0
6.0,2000.0,5.0,35.0,24.0,63.0,54.0,10.0,53.0,4.0,740.0,1.0,0.0
9.0,2015.0,30.0,36.0,16.0,63.0,78.0,28.0,55.0,157.0,224.0,2.0,10.0
8.0,2006.0,5.0,30.0,22.0,63.0,76.0,43.0,72.0,14.0,469.0,5.0,8.0
14.0,2009.0,11.0,43.0,14.0,63.0,79.0,53.0,85.0,125.0,725.0,5.0,11.0
14.0,2012.0,117.0,36.0,21.0,62.0,90.0,35.0,83.0,366.0,259.0,4.0,0.0
15.0,2005.0,5.0,40.0,20.0,62.0,77.0,40.0,77.0,15.0,469.0,5.0,0.0
7.0,2002.0,126.0,16.0,13.0,62.0,78.0,30.0,84.0,38.0,431.0,5.0,6.0
4.0,2006.0,30.0,48.0,13.0,62.0,82.0,14.0,92.0,5.0,226.0,1.0,7.0
15.0,2003.0,30.0,47.0,13.0,62.0,89.0,18.0,82.0,14.0,222.0,1.0,0.0
7.0,2004.0,115.0,30.0,24.0,62.0,71.0,31.0,80.0,10.0,67.0,1.0,7.0
8.0,2011.0,126.0,33.0,20.0,62.0,75.0,5.0,60.0,7.0,754.0,2.0,9.0
0.0,2011.0,28.0,28.0,27.0,62.0,71.0,16.0,73.0,20.0,740.0,2.0,2.0
12.0,2007.0,80.0,19.0,26.0,62.0,46.0,34.0,68.0,26.0,513.0,1.0,0.0
4.0,2003.0,19.0,38.0,10.0,62.0,93.0,52.0,83.0,115.0,149.0,5.0,11.0
3.0,2004.0,30.0,37.0,22.0,62.0,72.0,6.0,92.0,25.0,299.0,1.0,8.0
8.0,2009.0,5.0,28.0,24.0,62.0,86.0,44.0,80.0,48.0,469.0,5.0,5.0
7.0,2004.0,86.0,30.0,24.0,62.0,48.0,14.0,68.0,4.0,391.0,1.0,0.0
12.0,2010.0,126.0,35.0,20.0,62.0,80.0,73.0,86.0,178.0,761.0,5.0,7.0
7.0,2004.0,29.0,30.0,24.0,62.0,68.0,23.0,86.0,8.0,24.0,5.0,2.0
16.0,2016.0,117.0,28.0,28.0,62.0,67.0,20.0,46.0,274.0,308.0,4.0,10.0
14.0,2010.0,126.0,30.0,26.0,62.0,74.0,69.0,78.0,112.0,760.0,5.0,3.0
8.0,2011.0,127.0,0.0,4.0,62.0,70.0,17.0,79.0,35.0,497.0,5.0,8.0
12.0,2010.0,5.0,48.0,9.0,62.0,88.0,20.0,75.0,17.0,265.0,5.0,2.0
14.0,2011.0,30.0,40.0,16.0,62.0,80.0,50.0,61.0,25.0,235.0,1.0,0.0
14.0,2008.0,115.0,28.0,26.0,62.0,50.0,32.0,63.0,6.0,313.0,1.0,10.0
2.0,2009.0,30.0,20.0,34.0,61.0,48.0,9.0,43.0,7.0,208.0,1.0,6.0
8.0,2010.0,110.0,17.0,18.0,61.0,68.0,58.0,84.0,263.0,137.0,4.0,2.0
8.0,2014.0,30.0,15.0,36.0,61.0,73.0,33.0,43.0,87.0,209.0,1.0,11.0
8.0,2008.0,117.0,56.0,0.0,61.0,82.0,30.0,70.0,37.0,790.0,1.0,11.0
15.0,2002.0,71.0,46.0,13.0,61.0,72.0,25.0,86.0,12.0,437.0,1.0,3.0
7.0,2006.0,119.0,2.0,2.0,61.0,58.0,26.0,88.0,13.0,497.0,5.0,7.0
8.0,2009.0,15.0,22.0,27.0,61.0,70.0,61.0,64.0,55.0,55.0,4.0,0.0
0.0,2011.0,1.0,50.0,7.0,61.0,56.0,6.0,60.0,7.0,158.0,1.0,2.0
0.0,2012.0,136.0,56.0,1.0,61.0,73.0,13.0,74.0,21.0,14.0,2.0,0.0
2.0,2008.0,80.0,28.0,2.0,61.0,81.0,42.0,70.0,106.0,349.0,2.0,10.0
9.0,2014.0,30.0,21.0,28.0,61.0,75.0,23.0,76.0,259.0,533.0,2.0,6.0
12.0,2009.0,80.0,42.0,5.0,61.0,91.0,48.0,93.0,316.0,582.0,5.0,0.0
7.0,2002.0,114.0,30.0,23.0,61.0,72.0,20.0,85.0,8.0,785.0,5.0,2.0
8.0,2011.0,28.0,30.0,22.0,61.0,70.0,29.0,69.0,13.0,246.0,2.0,6.0
10.0,2009.0,101.0,18.0,27.0,61.0,71.0,47.0,63.0,28.0,318.0,2.0,0.0
3.0,2004.0,66.0,44.0,16.0,61.0,49.0,7.0,68.0,6.0,651.0,1.0,0.0
7.0,2003.0,77.0,30.0,23.0,61.0,81.0,29.0,81.0,12.0,455.0,5.0,3.0
8.0,2010.0,99.0,21.0,21.0,61.0,84.0,61.0,81.0,304.0,526.0,4.0,10.0
11.0,2013.0,103.0,14.0,34.0,61.0,87.0,82.0,89.0,391.0,428.0,1.0,7.0
15.0,2005.0,30.0,37.0,21.0,61.0,90.0,35.0,86.0,115.0,778.0,4.0,7.0
14.0,2009.0,5.0,46.0,10.0,61.0,46.0,43.0,30.0,67.0,587.0,2.0,0.0
8.0,2014.0,117.0,26.0,21.0,61.0,77.0,24.0,63.0,130.0,2.0,4.0,5.0
14.0,2008.0,15.0,56.0,0.0,61.0,70.0,28.0,59.0,34.0,387.0,1.0,0.0
8.0,2009.0,26.0,22.0,22.0,61.0,70.0,45.0,71.0,51.0,59.0,4.0,0.0
14.0,2010.0,61.0,9.0,44.0,61.0,79.0,43.0,59.0,33.0,382.0,1.0,7.0
14.0,2009.0,107.0,56.0,0.0,61.0,64.0,29.0,53.0,26.0,6.0,1.0,0.0
3.0,2005.0,80.0,27.0,10.0,61.0,85.0,30.0,73.0,70.0,698.0,2.0,11.0
8.0,2011.0,77.0,27.0,18.0,61.0,58.0,26.0,54.0,77.0,666.0,5.0,6.0
3.0,2005.0,30.0,44.0,16.0,61.0,71.0,9.0,60.0,8.0,418.0,1.0,0.0
3.0,2004.0,11.0,44.0,16.0,61.0,62.0,19.0,89.0,39.0,803.0,1.0,1.0
3.0,2001.0,5.0,43.0,16.0,61.0,84.0,8.0,87.0,11.0,783.0,1.0,0.0
2.0,2009.0,30.0,25.0,28.0,61.0,67.0,11.0,73.0,4.0,215.0,1.0,0.0
7.0,2003.0,11.0,50.0,2.0,61.0,75.0,34.0,77.0,35.0,172.0,5.0,0.0
12.0,2010.0,77.0,47.0,8.0,61.0,59.0,14.0,59.0,8.0,698.0,2.0,10.0
3.0,2003.0,5.0,43.0,16.0,60.0,86.0,9.0,77.0,9.0,783.0,1.0,9.0
7.0,2005.0,99.0,50.0,2.0,60.0,45.0,28.0,60.0,137.0,659.0,2.0,6.0
4.0,2001.0,80.0,40.0,10.0,60.0,80.0,21.0,83.0,29.0,477.0,1.0,4.0
8.0,2013.0,99.0,20.0,28.0,60.0,43.0,25.0,36.0,295.0,285.0,4.0,10.0
7.0,2003.0,29.0,30.0,23.0,60.0,51.0,24.0,78.0,29.0,516.0,4.0,6.0
8.0,2011.0,99.0,9.0,6.0,60.0,64.0,55.0,74.0,69.0,603.0,4.0,10.0
15.0,2005.0,30.0,42.0,16.0,60.0,88.0,48.0,88.0,27.0,222.0,5.0,0.0
8.0,2013.0,26.0,26.0,19.0,60.0,62.0,25.0,59.0,140.0,720.0,4.0,2.0
16.0,2014.0,71.0,30.0,23.0,60.0,60.0,53.0,51.0,144.0,437.0,2.0,2.0
7.0,2007.0,117.0,50.0,2.0,60.0,72.0,7.0,60.0,9.0,790.0,1.0,0.0
8.0,2013.0,119.0,12.0,10.0,60.0,68.0,26.0,85.0,75.0,497.0,5.0,7.0
13.0,2013.0,28.0,33.0,22.0,60.0,71.0,10.0,76.0,58.0,67.0,2.0,0.0
7.0,2009.0,101.0,13.0,18.0,60.0,61.0,9.0,67.0,14.0,628.0,2.0,0.0
14.0,2009.0,126.0,30.0,24.0,60.0,77.0,77.0,76.0,94.0,720.0,4.0,6.0
14.0,2010.0,126.0,31.0,23.0,60.0,32.0,38.0,46.0,23.0,754.0,5.0,6.0
7.0,2001.0,126.0,28.0,23.0,60.0,63.0,10.0,86.0,8.0,754.0,1.0,8.0
7.0,2006.0,115.0,50.0,2.0,60.0,52.0,29.0,75.0,39.0,43.0,4.0,4.0
7.0,2001.0,133.0,28.0,23.0,60.0,87.0,24.0,86.0,94.0,285.0,4.0,6.0
14.0,2010.0,28.0,32.0,23.0,60.0,82.0,78.0,81.0,101.0,95.0,2.0,6.0
2.0,2007.0,99.0,28.0,25.0,60.0,43.0,7.0,49.0,8.0,55.0,2.0,0.0
12.0,2009.0,93.0,32.0,12.0,60.0,81.0,58.0,87.0,101.0,780.0,5.0,1.0
12.0,2008.0,19.0,43.0,9.0,60.0,90.0,44.0,89.0,236.0,564.0,5.0,6.0
9.0,2014.0,136.0,13.0,38.0,60.0,72.0,47.0,66.0,88.0,701.0,2.0,7.0
9.0,2016.0,117.0,17.0,34.0,60.0,69.0,50.0,69.0,88.0,810.0,5.0,4.0
13.0,2013.0,126.0,31.0,23.0,60.0,72.0,13.0,76.0,45.0,754.0,2.0,10.0
9.0,2014.0,30.0,31.0,19.0,60.0,60.0,28.0,36.0,306.0,222.0,2.0,7.0
5.0,2011.0,99.0,19.0,31.0,60.0,90.0,62.0,83.0,1180.0,164.0,5.0,0.0
2.0,2007.0,30.0,33.0,2.0,60.0,69.0,27.0,63.0,18.0,31.0,1.0,7.0
7.0,2004.0,115.0,28.0,23.0,59.0,62.0,8.0,81.0,8.0,147.0,1.0,9.0
14.0,2008.0,30.0,34.0,20.0,59.0,56.0,9.0,58.0,17.0,208.0,1.0,9.0
8.0,2009.0,5.0,38.0,14.0,59.0,44.0,29.0,21.0,31.0,587.0,2.0,0.0
4.0,2002.0,30.0,46.0,12.0,59.0,80.0,16.0,79.0,16.0,205.0,5.0,7.0
5.0,2008.0,30.0,0.0,53.0,59.0,86.0,28.0,80.0,1093.0,218.0,4.0,0.0
8.0,2010.0,30.0,40.0,12.0,59.0,88.0,38.0,71.0,54.0,235.0,2.0,0.0
8.0,2012.0,99.0,0.0,0.0,59.0,83.0,34.0,85.0,180.0,603.0,4.0,3.0
7.0,2002.0,30.0,21.0,17.0,59.0,73.0,19.0,56.0,18.0,222.0,1.0,9.0
15.0,2004.0,30.0,44.0,13.0,59.0,90.0,31.0,85.0,19.0,222.0,1.0,6.0
4.0,2002.0,128.0,46.0,12.0,59.0,62.0,11.0,73.0,22.0,740.0,1.0,3.0
16.0,2015.0,117.0,32.0,22.0,59.0,72.0,18.0,57.0,75.0,810.0,5.0,10.0
5.0,2011.0,126.0,15.0,34.0,59.0,88.0,24.0,82.0,1102.0,760.0,4.0,7.0
15.0,2003.0,71.0,36.0,8.0,59.0,73.0,42.0,78.0,47.0,717.0,4.0,6.0
7.0,2010.0,61.0,13.0,22.0,59.0,77.0,8.0,68.0,82.0,147.0,4.0,10.0
14.0,2010.0,5.0,25.0,27.0,59.0,82.0,78.0,83.0,169.0,91.0,2.0,8.0
2.0,2004.0,126.0,31.0,22.0,59.0,60.0,38.0,75.0,13.0,281.0,1.0,7.0
7.0,2004.0,19.0,28.0,22.0,59.0,81.0,26.0,90.0,20.0,66.0,1.0,11.0
8.0,2014.0,61.0,14.0,12.0,59.0,66.0,5.0,59.0,242.0,380.0,4.0,8.0
3.0,2003.0,126.0,34.0,13.0,59.0,81.0,25.0,96.0,116.0,698.0,1.0,0.0
14.0,2008.0,126.0,24.0,28.0,59.0,80.0,34.0,78.0,46.0,760.0,5.0,4.0
2.0,2009.0,80.0,17.0,18.0,59.0,82.0,53.0,87.0,39.0,349.0,1.0,6.0
12.0,2008.0,99.0,30.0,22.0,59.0,44.0,14.0,70.0,8.0,55.0,5.0,6.0
8.0,2010.0,101.0,28.0,21.0,59.0,48.0,39.0,75.0,77.0,153.0,5.0,3.0
7.0,2003.0,19.0,22.0,17.0,57.0,58.0,30.0,51.0,38.0,777.0,1.0,9.0
5.0,2011.0,110.0,25.0,25.0,57.0,90.0,52.0,85.0,3069.0,487.0,4.0,9.0
10.0,2007.0,110.0,39.0,2.0,57.0,67.0,34.0,77.0,47.0,698.0,2.0,7.0
14.0,2012.0,77.0,39.0,13.0,57.0,77.0,56.0,62.0,124.0,536.0,5.0,7.0
7.0,2005.0,110.0,6.0,4.0,57.0,58.0,23.0,80.0,35.0,673.0,2.0,0.0
14.0,2008.0,126.0,18.0,34.0,57.0,55.0,50.0,64.0,58.0,760.0,5.0,7.0
12.0,2008.0,117.0,15.0,37.0,57.0,68.0,18.0,57.0,29.0,511.0,1.0,0.0
14.0,2010.0,136.0,36.0,17.0,57.0,33.0,6.0,37.0,9.0,258.0,1.0,9.0
7.0,2004.0,30.0,49.0,2.0,57.0,73.0,35.0,82.0,60.0,215.0,5.0,10.0
2.0,2010.0,5.0,50.0,4.0,57.0,74.0,13.0,60.0,54.0,827.0,5.0,8.0
8.0,2008.0,30.0,54.0,0.0,57.0,81.0,20.0,73.0,25.0,226.0,1.0,3.0
8.0,2011.0,101.0,54.0,0.0,57.0,90.0,30.0,78.0,87.0,610.0,1.0,7.0
14.0,2012.0,71.0,38.0,15.0,57.0,68.0,31.0,51.0,15.0,60.0,1.0,11.0
13.0,2013.0,5.0,38.0,15.0,57.0,89.0,7.0,60.0,96.0,783.0,2.0,9.0
7.0,2003.0,11.0,28.0,22.0,57.0,38.0,21.0,63.0,23.0,94.0,5.0,5.0
12.0,2009.0,5.0,31.0,21.0,57.0,74.0,17.0,77.0,6.0,77.0,5.0,7.0
14.0,2009.0,126.0,31.0,19.0,57.0,73.0,64.0,73.0,51.0,766.0,5.0,0.0
8.0,2011.0,30.0,22.0,24.0,57.0,70.0,51.0,79.0,181.0,665.0,4.0,4.0
0.0,2013.0,12.0,28.0,0.0,57.0,83.0,48.0,83.0,251.0,63.0,4.0,0.0
14.0,2006.0,117.0,53.0,0.0,57.0,84.0,46.0,78.0,67.0,388.0,1.0,5.0
8.0,2011.0,30.0,36.0,15.0,57.0,86.0,33.0,75.0,52.0,235.0,2.0,6.0
7.0,2000.0,54.0,28.0,22.0,57.0,77.0,23.0,68.0,13.0,240.0,4.0,10.0
6.0,2000.0,77.0,23.0,16.0,57.0,42.0,5.0,76.0,47.0,71.0,1.0,1.0
15.0,2005.0,126.0,33.0,22.0,57.0,85.0,46.0,84.0,28.0,754.0,4.0,4.0
8.0,2013.0,77.0,5.0,2.0,57.0,71.0,53.0,83.0,55.0,172.0,5.0,0.0
7.0,2002.0,61.0,28.0,22.0,57.0,78.0,33.0,66.0,25.0,374.0,5.0,7.0
2.0,2009.0,110.0,22.0,10.0,57.0,71.0,49.0,71.0,38.0,424.0,2.0,6.0
8.0,2013.0,126.0,14.0,34.0,57.0,91.0,23.0,87.0,310.0,759.0,2.0,0.0
11.0,2012.0,30.0,16.0,32.0,57.0,79.0,45.0,72.0,79.0,235.0,1.0,3.0
6.0,2000.0,5.0,32.0,22.0,57.0,77.0,14.0,87.0,32.0,25.0,4.0,2.0
4.0,2002.0,5.0,45.0,12.0,57.0,91.0,19.0,86.0,21.0,469.0,5.0,7.0
7.0,2006.0,77.0,28.0,22.0,57.0,52.0,22.0,69.0,17.0,137.0,5.0,0.0
7.0,2005.0,30.0,48.0,2.0,57.0,78.0,27.0,85.0,29.0,209.0,2.0,8.0
6.0,1999.0,112.0,32.0,22.0,57.0,79.0,14.0,90.0,77.0,678.0,4.0,7.0
12.0,2008.0,30.0,50.0,3.0,57.0,70.0,37.0,84.0,25.0,235.0,1.0,0.0
12.0,2011.0,28.0,35.0,18.0,56.0,76.0,4.0,83.0,6.0,318.0,2.0,0.0
15.0,2005.0,126.0,32.0,24.0,56.0,85.0,56.0,57.0,73.0,760.0,4.0,8.0
3.0,2002.0,5.0,41.0,15.0,56.0,85.0,13.0,88.0,4.0,783.0,1.0,10.0
10.0,2005.0,106.0,53.0,0.0,56.0,63.0,32.0,78.0,16.0,147.0,1.0,0.0
7.0,2005.0,77.0,0.0,0.0,56.0,78.0,22.0,84.0,109.0,455.0,5.0,8.0
14.0,2013.0,1.0,33.0,19.0,56.0,75.0,18.0,63.0,203.0,504.0,4.0,4.0
14.0,2007.0,73.0,28.0,22.0,56.0,62.0,48.0,61.0,65.0,439.0,5.0,6.0
3.0,2004.0,133.0,41.0,15.0,56.0,60.0,25.0,70.0,12.0,783.0,1.0,4.0
8.0,2012.0,117.0,24.0,23.0,56.0,89.0,20.0,82.0,296.0,259.0,4.0,2.0
0.0,2011.0,5.0,32.0,20.0,56.0,82.0,8.0,49.0,62.0,783.0,2.0,7.0
5.0,2009.0,30.0,2.0,18.0,56.0,81.0,31.0,80.0,72.0,731.0,5.0,0.0
4.0,2005.0,30.0,44.0,11.0,56.0,86.0,21.0,85.0,11.0,222.0,1.0,10.0
16.0,2016.0,30.0,37.0,15.0,56.0,87.0,31.0,80.0,261.0,581.0,4.0,0.0
8.0,2009.0,84.0,36.0,10.0,56.0,87.0,50.0,84.0,112.0,44.0,5.0,0.0
14.0,2008.0,99.0,27.0,24.0,56.0,45.0,43.0,59.0,52.0,632.0,5.0,10.0
7.0,2004.0,77.0,47.0,2.0,56.0,73.0,27.0,79.0,27.0,172.0,5.0,10.0
8.0,2009.0,30.0,38.0,12.0,56.0,88.0,35.0,79.0,40.0,209.0,2.0,3.0
8.0,2010.0,64.0,43.0,8.0,56.0,91.0,34.0,80.0,95.0,309.0,5.0,8.0
15.0,2001.0,71.0,43.0,12.0,56.0,71.0,30.0,75.0,13.0,681.0,5.0,10.0
7.0,2005.0,119.0,11.0,8.0,56.0,57.0,22.0,91.0,26.0,497.0,5.0,2.0
16.0,2014.0,117.0,28.0,23.0,56.0,56.0,25.0,57.0,63.0,810.0,5.0,10.0
7.0,2006.0,30.0,47.0,2.0,56.0,77.0,28.0,81.0,33.0,209.0,1.0,0.0
15.0,2002.0,5.0,42.0,11.0,56.0,74.0,36.0,52.0,13.0,122.0,5.0,10.0
14.0,2013.0,125.0,38.0,14.0,56.0,60.0,27.0,72.0,249.0,747.0,4.0,4.0
8.0,2011.0,81.0,27.0,11.0,56.0,80.0,39.0,78.0,126.0,486.0,5.0,1.0
15.0,2003.0,115.0,45.0,10.0,56.0,70.0,8.0,89.0,17.0,313.0,1.0,8.0
8.0,2012.0,15.0,26.0,21.0,56.0,67.0,16.0,64.0,107.0,824.0,4.0,3.0
14.0,2007.0,5.0,49.0,4.0,56.0,63.0,61.0,70.0,53.0,742.0,5.0,2.0
10.0,2011.0,61.0,10.0,11.0,56.0,74.0,4.0,63.0,8.0,382.0,1.0,3.0
12.0,2009.0,99.0,28.0,23.0,56.0,69.0,79.0,82.0,258.0,320.0,5.0,2.0
13.0,2015.0,126.0,27.0,25.0,56.0,73.0,7.0,69.0,11.0,754.0,2.0,0.0
14.0,2011.0,28.0,37.0,14.0,56.0,66.0,31.0,53.0,13.0,246.0,2.0,10.0
15.0,2002.0,71.0,39.0,16.0,56.0,87.0,32.0,83.0,19.0,195.0,1.0,6.0
7.0,2004.0,19.0,19.0,15.0,56.0,58.0,35.0,77.0,70.0,129.0,4.0,1.0
