Platform,Year_of_Release,Publisher,NA_Sales,EU_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Target
12.0,2007.0,19.0,67.0,43.0,152.0,75.0,47.0,76.0,122.0,137.0,4.0,0.0
7.0,2002.0,30.0,36.0,90.0,152.0,38.0,21.0,50.0,26.0,730.0,5.0,0.0
13.0,2014.0,80.0,70.0,55.0,152.0,83.0,77.0,89.0,712.0,582.0,1.0,8.0
8.0,2009.0,30.0,92.0,40.0,152.0,88.0,46.0,76.0,95.0,209.0,5.0,0.0
4.0,2002.0,11.0,111.0,31.0,152.0,87.0,34.0,85.0,51.0,39.0,1.0,8.0
7.0,2002.0,77.0,126.0,5.0,151.0,73.0,19.0,78.0,26.0,455.0,1.0,9.0
12.0,2008.0,30.0,70.0,64.0,151.0,76.0,19.0,81.0,24.0,218.0,1.0,10.0
14.0,2011.0,30.0,94.0,44.0,151.0,90.0,83.0,86.0,679.0,789.0,4.0,6.0
7.0,2007.0,30.0,35.0,3.0,151.0,68.0,10.0,82.0,27.0,235.0,5.0,6.0
2.0,2007.0,30.0,56.0,77.0,151.0,69.0,17.0,73.0,18.0,299.0,5.0,10.0
5.0,2011.0,99.0,2.0,115.0,151.0,84.0,45.0,80.0,172.0,672.0,1.0,6.0
8.0,2011.0,77.0,60.0,47.0,151.0,85.0,89.0,86.0,984.0,395.0,2.0,10.0
4.0,2003.0,77.0,99.0,32.0,150.0,93.0,45.0,91.0,135.0,455.0,5.0,10.0
8.0,2006.0,5.0,60.0,62.0,150.0,80.0,43.0,69.0,92.0,742.0,5.0,2.0
7.0,2000.0,23.0,66.0,52.0,150.0,76.0,15.0,89.0,64.0,289.0,1.0,0.0
7.0,2002.0,115.0,49.0,78.0,150.0,84.0,30.0,83.0,35.0,794.0,4.0,9.0
7.0,2000.0,30.0,119.0,7.0,150.0,91.0,25.0,77.0,7.0,222.0,1.0,8.0
8.0,2010.0,63.0,80.0,49.0,150.0,63.0,41.0,68.0,121.0,403.0,5.0,6.0
8.0,2008.0,64.0,112.0,20.0,149.0,91.0,24.0,79.0,88.0,309.0,5.0,6.0
4.0,2003.0,80.0,72.0,38.0,149.0,80.0,55.0,81.0,94.0,673.0,5.0,6.0
15.0,2002.0,30.0,100.0,43.0,149.0,81.0,18.0,69.0,23.0,216.0,5.0,0.0
7.0,2008.0,30.0,122.0,0.0,149.0,67.0,4.0,70.0,24.0,226.0,1.0,0.0
14.0,2010.0,19.0,75.0,52.0,149.0,79.0,76.0,69.0,216.0,103.0,4.0,8.0
8.0,2010.0,117.0,50.0,69.0,149.0,75.0,61.0,77.0,297.0,3.0,4.0,10.0
16.0,2015.0,136.0,88.0,47.0,149.0,85.0,16.0,66.0,694.0,597.0,4.0,0.0
7.0,2006.0,110.0,47.0,37.0,148.0,57.0,51.0,69.0,103.0,673.0,5.0,0.0
10.0,2007.0,99.0,44.0,67.0,148.0,60.0,24.0,78.0,35.0,70.0,1.0,10.0
8.0,2011.0,101.0,64.0,56.0,148.0,83.0,91.0,78.0,543.0,348.0,4.0,2.0
2.0,2008.0,115.0,99.0,35.0,148.0,68.0,12.0,55.0,4.0,35.0,1.0,4.0
14.0,2008.0,5.0,82.0,51.0,148.0,65.0,69.0,71.0,71.0,742.0,5.0,8.0
7.0,2005.0,117.0,72.0,56.0,148.0,82.0,19.0,74.0,20.0,387.0,1.0,4.0
7.0,2004.0,30.0,108.0,20.0,148.0,85.0,43.0,90.0,25.0,222.0,5.0,0.0
14.0,2011.0,63.0,84.0,51.0,148.0,75.0,43.0,78.0,42.0,740.0,2.0,3.0
15.0,2004.0,126.0,82.0,59.0,148.0,93.0,74.0,86.0,68.0,767.0,5.0,0.0
11.0,2012.0,5.0,71.0,43.0,147.0,33.0,58.0,48.0,479.0,475.0,4.0,3.0
14.0,2012.0,126.0,93.0,40.0,147.0,79.0,75.0,72.0,334.0,761.0,4.0,0.0
14.0,2006.0,30.0,133.0,3.0,147.0,86.0,67.0,88.0,264.0,212.0,5.0,7.0
6.0,1998.0,112.0,28.0,19.0,146.0,84.0,15.0,84.0,204.0,678.0,5.0,4.0
2.0,2010.0,136.0,106.0,28.0,146.0,81.0,53.0,82.0,46.0,14.0,2.0,9.0
4.0,2001.0,11.0,95.0,37.0,146.0,87.0,28.0,79.0,46.0,39.0,1.0,4.0
8.0,2008.0,126.0,72.0,40.0,146.0,85.0,65.0,79.0,129.0,455.0,5.0,0.0
4.0,2005.0,80.0,93.0,24.0,146.0,76.0,38.0,86.0,41.0,455.0,1.0,8.0
14.0,2008.0,30.0,81.0,46.0,146.0,83.0,70.0,77.0,263.0,213.0,5.0,0.0
14.0,2011.0,115.0,83.0,48.0,145.0,70.0,85.0,60.0,399.0,377.0,4.0,4.0
7.0,2004.0,19.0,37.0,47.0,145.0,85.0,53.0,86.0,73.0,129.0,4.0,10.0
7.0,2004.0,117.0,71.0,55.0,145.0,73.0,42.0,78.0,70.0,591.0,4.0,10.0
7.0,2003.0,19.0,54.0,35.0,145.0,71.0,40.0,83.0,94.0,129.0,4.0,0.0
8.0,2011.0,30.0,78.0,45.0,145.0,94.0,62.0,85.0,1081.0,88.0,4.0,3.0
2.0,2011.0,136.0,102.0,32.0,145.0,59.0,14.0,69.0,11.0,315.0,1.0,4.0
9.0,2013.0,117.0,89.0,31.0,145.0,85.0,20.0,65.0,368.0,790.0,1.0,1.0
7.0,2007.0,101.0,4.0,108.0,144.0,73.0,13.0,75.0,8.0,616.0,2.0,7.0
14.0,2013.0,28.0,97.0,34.0,144.0,74.0,38.0,65.0,79.0,67.0,2.0,10.0
2.0,2007.0,126.0,37.0,89.0,144.0,71.0,7.0,68.0,5.0,754.0,1.0,7.0
7.0,2004.0,30.0,103.0,32.0,144.0,88.0,30.0,82.0,20.0,222.0,1.0,7.0
7.0,2002.0,30.0,115.0,8.0,144.0,91.0,19.0,86.0,27.0,222.0,1.0,3.0
14.0,2010.0,63.0,95.0,37.0,143.0,61.0,59.0,57.0,180.0,403.0,5.0,11.0
6.0,1999.0,47.0,80.0,54.0,143.0,77.0,4.0,79.0,8.0,97.0,1.0,2.0
14.0,2007.0,115.0,92.0,38.0,143.0,71.0,41.0,68.0,48.0,810.0,5.0,0.0
14.0,2010.0,71.0,92.0,39.0,143.0,52.0,46.0,50.0,20.0,86.0,1.0,0.0
12.0,2007.0,30.0,52.0,75.0,143.0,65.0,26.0,76.0,10.0,525.0,1.0,10.0
3.0,2004.0,80.0,0.0,0.0,143.0,84.0,14.0,86.0,44.0,477.0,1.0,11.0
5.0,2011.0,126.0,0.0,112.0,143.0,83.0,33.0,70.0,493.0,102.0,5.0,0.0
12.0,2008.0,30.0,96.0,33.0,143.0,63.0,12.0,75.0,11.0,208.0,1.0,10.0
10.0,2006.0,99.0,73.0,42.0,142.0,64.0,25.0,78.0,38.0,70.0,1.0,0.0
8.0,2008.0,117.0,75.0,46.0,142.0,94.0,51.0,87.0,881.0,194.0,4.0,10.0
8.0,2012.0,30.0,63.0,56.0,142.0,93.0,30.0,55.0,1849.0,88.0,4.0,7.0
7.0,2002.0,5.0,70.0,54.0,142.0,59.0,7.0,78.0,12.0,626.0,5.0,6.0
5.0,2013.0,30.0,48.0,77.0,142.0,64.0,75.0,22.0,4572.0,427.0,2.0,0.0
3.0,2004.0,80.0,89.0,22.0,142.0,89.0,56.0,90.0,203.0,261.0,1.0,0.0
7.0,2004.0,30.0,114.0,8.0,142.0,80.0,36.0,89.0,45.0,226.0,1.0,8.0
8.0,2011.0,30.0,73.0,48.0,142.0,89.0,78.0,84.0,535.0,789.0,4.0,8.0
12.0,2008.0,30.0,80.0,47.0,142.0,81.0,18.0,87.0,34.0,226.0,1.0,0.0
8.0,2013.0,61.0,45.0,37.0,142.0,80.0,61.0,79.0,746.0,526.0,4.0,10.0
12.0,2006.0,126.0,122.0,6.0,142.0,76.0,54.0,79.0,116.0,759.0,1.0,3.0
2.0,2010.0,110.0,9.0,7.0,141.0,77.0,33.0,73.0,15.0,698.0,1.0,4.0
8.0,2010.0,115.0,80.0,40.0,141.0,85.0,54.0,72.0,48.0,810.0,5.0,4.0
8.0,2012.0,30.0,48.0,62.0,141.0,55.0,22.0,60.0,250.0,178.0,4.0,0.0
14.0,2009.0,99.0,85.0,43.0,141.0,79.0,45.0,85.0,40.0,70.0,2.0,10.0
14.0,2013.0,5.0,90.0,39.0,141.0,87.0,42.0,66.0,384.0,99.0,4.0,10.0
7.0,2001.0,101.0,119.0,17.0,141.0,91.0,15.0,84.0,98.0,341.0,4.0,0.0
7.0,2004.0,30.0,69.0,54.0,141.0,87.0,19.0,84.0,15.0,226.0,1.0,4.0
14.0,2009.0,30.0,95.0,33.0,140.0,87.0,76.0,81.0,86.0,209.0,5.0,4.0
15.0,2002.0,5.0,107.0,28.0,140.0,79.0,29.0,75.0,11.0,742.0,1.0,0.0
10.0,2006.0,63.0,57.0,50.0,140.0,83.0,11.0,86.0,26.0,740.0,2.0,0.0
14.0,2008.0,30.0,89.0,39.0,140.0,89.0,79.0,87.0,768.0,218.0,4.0,8.0
12.0,2009.0,5.0,90.0,38.0,140.0,72.0,13.0,61.0,14.0,740.0,2.0,8.0
10.0,2004.0,101.0,36.0,44.0,140.0,88.0,58.0,82.0,65.0,455.0,1.0,8.0
3.0,2004.0,115.0,74.0,52.0,140.0,79.0,30.0,84.0,34.0,196.0,1.0,0.0
7.0,2002.0,21.0,3.0,105.0,140.0,86.0,25.0,77.0,24.0,150.0,1.0,8.0
16.0,2014.0,71.0,50.0,78.0,140.0,86.0,85.0,82.0,977.0,527.0,2.0,0.0
6.0,2001.0,30.0,78.0,53.0,139.0,88.0,9.0,80.0,7.0,222.0,1.0,0.0
7.0,2005.0,119.0,24.0,18.0,139.0,69.0,29.0,88.0,68.0,497.0,5.0,10.0
14.0,2013.0,136.0,97.0,30.0,138.0,81.0,63.0,79.0,362.0,467.0,5.0,10.0
8.0,2008.0,126.0,43.0,69.0,138.0,85.0,49.0,64.0,241.0,760.0,4.0,0.0
0.0,2014.0,80.0,48.0,53.0,138.0,64.0,71.0,61.0,155.0,58.0,1.0,0.0
15.0,2003.0,5.0,96.0,37.0,138.0,77.0,39.0,78.0,28.0,408.0,4.0,10.0
16.0,2013.0,71.0,83.0,43.0,138.0,60.0,77.0,61.0,1409.0,170.0,4.0,9.0
16.0,2015.0,136.0,103.0,21.0,138.0,86.0,21.0,73.0,279.0,800.0,4.0,10.0
16.0,2015.0,110.0,55.0,70.0,138.0,86.0,102.0,80.0,1288.0,168.0,4.0,7.0
14.0,2011.0,99.0,71.0,53.0,138.0,77.0,49.0,83.0,340.0,639.0,1.0,0.0
7.0,2001.0,4.0,67.0,53.0,138.0,81.0,21.0,81.0,18.0,811.0,5.0,3.0
2.0,2009.0,5.0,126.0,2.0,138.0,60.0,6.0,67.0,7.0,490.0,1.0,0.0
7.0,2008.0,63.0,60.0,1.0,137.0,77.0,12.0,84.0,16.0,740.0,2.0,0.0
14.0,2011.0,110.0,76.0,47.0,137.0,89.0,70.0,83.0,684.0,231.0,4.0,10.0
2.0,2007.0,110.0,33.0,41.0,137.0,81.0,44.0,61.0,60.0,675.0,2.0,9.0
12.0,2010.0,5.0,80.0,45.0,137.0,80.0,25.0,58.0,87.0,742.0,4.0,7.0
8.0,2011.0,110.0,50.0,59.0,137.0,89.0,50.0,82.0,682.0,231.0,4.0,8.0
15.0,2004.0,5.0,99.0,33.0,137.0,86.0,67.0,86.0,140.0,493.0,5.0,0.0
10.0,2005.0,30.0,49.0,55.0,137.0,65.0,17.0,69.0,32.0,427.0,5.0,8.0
8.0,2010.0,19.0,43.0,56.0,136.0,80.0,54.0,67.0,178.0,103.0,4.0,0.0
8.0,2006.0,77.0,24.0,70.0,136.0,78.0,45.0,71.0,52.0,456.0,1.0,0.0
15.0,2004.0,126.0,86.0,45.0,136.0,80.0,53.0,89.0,58.0,571.0,5.0,8.0
14.0,2011.0,30.0,63.0,56.0,136.0,68.0,65.0,60.0,160.0,92.0,5.0,0.0
3.0,2003.0,133.0,63.0,66.0,136.0,75.0,21.0,78.0,30.0,783.0,1.0,1.0
14.0,2014.0,30.0,87.0,34.0,136.0,83.0,21.0,59.0,371.0,108.0,4.0,9.0
7.0,2002.0,30.0,67.0,52.0,136.0,73.0,20.0,89.0,36.0,455.0,4.0,7.0
8.0,2012.0,115.0,51.0,60.0,135.0,76.0,24.0,81.0,99.0,695.0,5.0,7.0
12.0,2009.0,30.0,70.0,52.0,135.0,63.0,16.0,63.0,6.0,235.0,1.0,0.0
2.0,2009.0,1.0,79.0,42.0,135.0,60.0,17.0,93.0,4.0,702.0,1.0,3.0
14.0,2008.0,30.0,63.0,56.0,135.0,88.0,68.0,69.0,279.0,167.0,2.0,2.0
16.0,2014.0,136.0,73.0,50.0,135.0,87.0,12.0,80.0,585.0,448.0,4.0,6.0
8.0,2008.0,101.0,43.0,65.0,135.0,82.0,63.0,80.0,318.0,249.0,5.0,7.0
7.0,2004.0,30.0,22.0,5.0,135.0,73.0,37.0,87.0,23.0,497.0,5.0,0.0
5.0,2013.0,30.0,39.0,87.0,135.0,81.0,52.0,60.0,3517.0,213.0,4.0,0.0
16.0,2016.0,71.0,78.0,44.0,135.0,84.0,96.0,62.0,815.0,729.0,4.0,10.0
10.0,2007.0,30.0,20.0,76.0,135.0,79.0,7.0,74.0,15.0,209.0,1.0,7.0
10.0,2008.0,30.0,23.0,73.0,135.0,84.0,8.0,89.0,21.0,209.0,1.0,6.0
14.0,2007.0,30.0,31.0,89.0,135.0,82.0,43.0,79.0,57.0,209.0,1.0,10.0
7.0,2002.0,11.0,95.0,21.0,134.0,73.0,19.0,74.0,23.0,523.0,5.0,10.0
14.0,2008.0,19.0,79.0,34.0,134.0,84.0,61.0,80.0,248.0,129.0,4.0,6.0
8.0,2008.0,126.0,66.0,44.0,134.0,81.0,32.0,79.0,93.0,760.0,4.0,3.0
12.0,2010.0,80.0,85.0,27.0,134.0,79.0,71.0,65.0,482.0,717.0,5.0,8.0
14.0,2011.0,30.0,71.0,49.0,134.0,84.0,72.0,75.0,533.0,170.0,4.0,10.0
2.0,2008.0,110.0,61.0,16.0,134.0,92.0,57.0,89.0,440.0,698.0,2.0,7.0
8.0,2011.0,19.0,81.0,28.0,134.0,84.0,56.0,73.0,147.0,129.0,5.0,2.0
15.0,2005.0,5.0,85.0,43.0,134.0,88.0,71.0,74.0,116.0,783.0,4.0,10.0
16.0,2015.0,126.0,77.0,45.0,134.0,74.0,24.0,69.0,252.0,760.0,4.0,7.0
8.0,2010.0,21.0,25.0,75.0,134.0,84.0,46.0,78.0,83.0,151.0,1.0,6.0
10.0,2005.0,19.0,24.0,3.0,134.0,71.0,34.0,86.0,78.0,129.0,5.0,8.0
4.0,2004.0,80.0,84.0,22.0,134.0,80.0,49.0,83.0,30.0,477.0,2.0,0.0
7.0,2006.0,30.0,122.0,5.0,134.0,74.0,26.0,84.0,60.0,209.0,2.0,8.0
14.0,2006.0,19.0,109.0,4.0,134.0,79.0,76.0,71.0,187.0,129.0,5.0,0.0
7.0,2003.0,117.0,65.0,51.0,134.0,73.0,27.0,82.0,63.0,596.0,4.0,6.0
8.0,2008.0,30.0,76.0,35.0,134.0,84.0,50.0,81.0,203.0,213.0,5.0,10.0
7.0,2004.0,30.0,110.0,6.0,134.0,90.0,28.0,86.0,51.0,222.0,1.0,4.0
14.0,2010.0,71.0,66.0,50.0,133.0,83.0,100.0,81.0,1156.0,580.0,5.0,0.0
4.0,2004.0,80.0,87.0,35.0,133.0,92.0,60.0,88.0,279.0,582.0,5.0,4.0
7.0,2004.0,114.0,65.0,51.0,133.0,57.0,15.0,65.0,21.0,680.0,1.0,10.0
8.0,2007.0,115.0,62.0,49.0,133.0,74.0,27.0,73.0,41.0,810.0,5.0,10.0
14.0,2013.0,5.0,86.0,34.0,132.0,83.0,37.0,57.0,45.0,783.0,2.0,1.0
2.0,2009.0,117.0,57.0,56.0,132.0,93.0,85.0,83.0,280.0,588.0,4.0,11.0
14.0,2010.0,115.0,90.0,31.0,132.0,84.0,70.0,67.0,80.0,810.0,5.0,8.0
5.0,2008.0,5.0,1.0,13.0,132.0,91.0,47.0,75.0,930.0,99.0,5.0,0.0
7.0,2002.0,11.0,106.0,8.0,132.0,93.0,20.0,74.0,25.0,790.0,1.0,6.0
11.0,2012.0,126.0,53.0,48.0,132.0,70.0,71.0,72.0,318.0,754.0,4.0,8.0
14.0,2010.0,126.0,79.0,41.0,132.0,73.0,32.0,75.0,25.0,760.0,1.0,0.0
10.0,2005.0,30.0,69.0,37.0,132.0,74.0,36.0,85.0,38.0,716.0,1.0,7.0
8.0,2011.0,15.0,47.0,57.0,131.0,81.0,37.0,62.0,353.0,824.0,4.0,6.0
8.0,2010.0,136.0,55.0,55.0,131.0,79.0,42.0,80.0,52.0,740.0,2.0,8.0
7.0,2005.0,5.0,78.0,45.0,131.0,69.0,25.0,74.0,25.0,739.0,2.0,0.0
16.0,2015.0,77.0,69.0,50.0,131.0,91.0,13.0,92.0,3963.0,127.0,4.0,2.0
7.0,2002.0,4.0,64.0,50.0,131.0,61.0,20.0,73.0,27.0,22.0,4.0,0.0
14.0,2009.0,5.0,84.0,35.0,131.0,78.0,83.0,78.0,356.0,554.0,4.0,7.0
15.0,2004.0,30.0,84.0,43.0,131.0,94.0,76.0,72.0,139.0,167.0,5.0,0.0
14.0,2009.0,64.0,97.0,23.0,130.0,89.0,76.0,86.0,127.0,309.0,5.0,0.0
7.0,2006.0,30.0,107.0,4.0,130.0,63.0,12.0,60.0,39.0,222.0,1.0,10.0
13.0,2015.0,80.0,62.0,47.0,130.0,78.0,83.0,85.0,376.0,294.0,1.0,8.0
14.0,2012.0,5.0,75.0,44.0,130.0,80.0,35.0,66.0,38.0,739.0,2.0,9.0
7.0,2005.0,101.0,27.0,2.0,130.0,78.0,22.0,83.0,6.0,609.0,5.0,10.0
14.0,2009.0,77.0,71.0,41.0,130.0,80.0,59.0,70.0,132.0,457.0,5.0,8.0
16.0,2015.0,126.0,62.0,56.0,130.0,78.0,22.0,61.0,402.0,763.0,4.0,0.0
2.0,2010.0,80.0,50.0,16.0,129.0,68.0,25.0,82.0,25.0,165.0,1.0,7.0
8.0,2008.0,136.0,72.0,39.0,129.0,75.0,24.0,77.0,33.0,740.0,2.0,3.0
8.0,2011.0,30.0,46.0,56.0,129.0,85.0,54.0,72.0,406.0,170.0,4.0,6.0
3.0,2003.0,114.0,93.0,34.0,129.0,49.0,10.0,62.0,5.0,528.0,1.0,8.0
2.0,2007.0,11.0,112.0,1.0,129.0,67.0,19.0,59.0,8.0,409.0,1.0,8.0
12.0,2009.0,141.0,120.0,0.0,129.0,56.0,4.0,50.0,5.0,54.0,1.0,9.0
7.0,2004.0,11.0,63.0,49.0,129.0,75.0,51.0,86.0,27.0,432.0,5.0,8.0
16.0,2015.0,136.0,86.0,30.0,129.0,74.0,26.0,78.0,387.0,720.0,4.0,7.0
5.0,2015.0,15.0,51.0,67.0,129.0,84.0,38.0,54.0,7512.0,79.0,4.0,0.0
2.0,2010.0,99.0,69.0,47.0,129.0,79.0,26.0,79.0,66.0,196.0,1.0,8.0
8.0,2014.0,126.0,46.0,56.0,129.0,72.0,53.0,75.0,292.0,769.0,4.0,8.0
12.0,2007.0,30.0,68.0,47.0,129.0,66.0,32.0,76.0,30.0,209.0,1.0,0.0
16.0,2015.0,15.0,78.0,38.0,128.0,77.0,11.0,84.0,613.0,814.0,4.0,10.0
7.0,2004.0,105.0,63.0,49.0,128.0,85.0,51.0,84.0,57.0,657.0,5.0,2.0
7.0,2003.0,117.0,63.0,49.0,128.0,76.0,47.0,83.0,136.0,590.0,4.0,0.0
12.0,2006.0,30.0,45.0,66.0,128.0,67.0,21.0,73.0,26.0,209.0,2.0,10.0
7.0,2001.0,61.0,62.0,49.0,128.0,89.0,34.0,89.0,557.0,374.0,4.0,10.0
6.0,1997.0,61.0,57.0,40.0,127.0,93.0,12.0,94.0,358.0,382.0,5.0,7.0
12.0,2008.0,5.0,103.0,14.0,127.0,73.0,16.0,72.0,19.0,783.0,5.0,2.0
14.0,2014.0,136.0,69.0,47.0,127.0,69.0,8.0,72.0,26.0,701.0,2.0,2.0
5.0,2005.0,30.0,122.0,5.0,127.0,76.0,31.0,66.0,71.0,427.0,5.0,0.0
8.0,2014.0,77.0,40.0,33.0,127.0,91.0,69.0,81.0,1107.0,268.0,5.0,0.0
0.0,2012.0,80.0,48.0,35.0,127.0,83.0,75.0,87.0,487.0,502.0,2.0,6.0
0.0,2012.0,80.0,44.0,28.0,127.0,59.0,46.0,63.0,134.0,485.0,1.0,10.0
7.0,2008.0,136.0,72.0,3.0,127.0,77.0,8.0,89.0,17.0,740.0,2.0,2.0
14.0,2008.0,117.0,100.0,16.0,127.0,84.0,32.0,72.0,44.0,790.0,1.0,8.0
15.0,2003.0,5.0,85.0,37.0,127.0,85.0,33.0,91.0,26.0,469.0,5.0,8.0
9.0,2014.0,61.0,45.0,47.0,127.0,75.0,70.0,62.0,1311.0,380.0,4.0,0.0
7.0,2002.0,11.0,49.0,38.0,127.0,75.0,35.0,85.0,60.0,172.0,5.0,0.0
12.0,2008.0,26.0,96.0,20.0,127.0,30.0,4.0,20.0,23.0,10.0,1.0,0.0
8.0,2008.0,99.0,71.0,19.0,127.0,86.0,60.0,86.0,433.0,634.0,5.0,7.0
14.0,2011.0,115.0,74.0,40.0,127.0,71.0,52.0,63.0,89.0,810.0,5.0,10.0
4.0,2003.0,99.0,87.0,30.0,127.0,57.0,27.0,79.0,139.0,659.0,1.0,10.0
6.0,1994.0,101.0,39.0,26.0,127.0,69.0,4.0,63.0,4.0,706.0,5.0,7.0
14.0,2012.0,115.0,72.0,44.0,127.0,78.0,46.0,80.0,110.0,697.0,5.0,10.0
8.0,2013.0,110.0,43.0,36.0,127.0,85.0,50.0,85.0,332.0,788.0,5.0,10.0
8.0,2013.0,30.0,33.0,69.0,127.0,80.0,6.0,49.0,123.0,291.0,2.0,0.0
12.0,2010.0,30.0,76.0,39.0,126.0,79.0,8.0,81.0,22.0,209.0,1.0,8.0
12.0,2007.0,117.0,39.0,72.0,126.0,68.0,36.0,58.0,21.0,591.0,1.0,1.0
5.0,2010.0,99.0,0.0,101.0,126.0,85.0,23.0,84.0,77.0,672.0,1.0,9.0
2.0,2005.0,11.0,10.0,2.0,126.0,59.0,20.0,77.0,6.0,458.0,1.0,8.0
8.0,2008.0,29.0,45.0,55.0,126.0,75.0,42.0,72.0,166.0,487.0,5.0,0.0
2.0,2009.0,136.0,77.0,37.0,125.0,65.0,29.0,89.0,51.0,315.0,1.0,8.0
6.0,2000.0,30.0,70.0,47.0,125.0,86.0,10.0,80.0,6.0,222.0,1.0,10.0
8.0,2013.0,26.0,56.0,41.0,125.0,76.0,26.0,63.0,278.0,794.0,4.0,2.0
7.0,2008.0,63.0,49.0,0.0,125.0,68.0,7.0,74.0,33.0,384.0,5.0,4.0
8.0,2008.0,101.0,94.0,16.0,125.0,63.0,64.0,69.0,223.0,652.0,4.0,11.0
14.0,2005.0,30.0,100.0,13.0,125.0,83.0,54.0,85.0,134.0,209.0,5.0,8.0
4.0,2005.0,80.0,71.0,19.0,125.0,64.0,27.0,83.0,74.0,288.0,1.0,10.0
7.0,2006.0,30.0,101.0,4.0,125.0,79.0,62.0,84.0,194.0,167.0,4.0,7.0
8.0,2007.0,126.0,47.0,53.0,125.0,86.0,32.0,76.0,81.0,760.0,4.0,3.0
11.0,2012.0,101.0,35.0,61.0,125.0,88.0,71.0,86.0,348.0,712.0,1.0,9.0
0.0,2015.0,80.0,48.0,35.0,125.0,69.0,44.0,88.0,190.0,668.0,1.0,10.0
5.0,2002.0,11.0,119.0,5.0,125.0,74.0,22.0,85.0,135.0,140.0,1.0,6.0
7.0,2003.0,29.0,61.0,48.0,125.0,52.0,37.0,62.0,106.0,159.0,5.0,8.0
7.0,2004.0,126.0,52.0,56.0,125.0,87.0,45.0,86.0,34.0,767.0,5.0,7.0
7.0,2005.0,101.0,85.0,3.0,124.0,81.0,51.0,89.0,155.0,348.0,5.0,3.0
12.0,2007.0,89.0,45.0,67.0,124.0,52.0,15.0,68.0,4.0,11.0,1.0,7.0
7.0,2001.0,132.0,61.0,48.0,124.0,87.0,29.0,83.0,90.0,657.0,5.0,6.0
6.0,1997.0,36.0,75.0,44.0,124.0,85.0,10.0,90.0,96.0,494.0,5.0,0.0
7.0,2000.0,77.0,24.0,19.0,124.0,78.0,20.0,77.0,6.0,455.0,1.0,1.0
7.0,2008.0,115.0,69.0,0.0,124.0,78.0,9.0,69.0,34.0,810.0,5.0,7.0
15.0,2005.0,5.0,82.0,38.0,124.0,61.0,44.0,81.0,54.0,203.0,5.0,8.0
8.0,2009.0,5.0,65.0,40.0,124.0,79.0,53.0,77.0,308.0,554.0,4.0,10.0
8.0,2012.0,30.0,12.0,89.0,123.0,76.0,36.0,64.0,66.0,222.0,1.0,3.0
7.0,2001.0,61.0,60.0,47.0,123.0,32.0,6.0,46.0,29.0,382.0,1.0,9.0
16.0,2016.0,30.0,108.0,2.0,123.0,83.0,30.0,59.0,39.0,222.0,1.0,2.0
15.0,2004.0,71.0,92.0,20.0,123.0,91.0,89.0,88.0,152.0,717.0,4.0,0.0
15.0,2002.0,128.0,59.0,56.0,123.0,70.0,16.0,81.0,19.0,740.0,1.0,8.0
7.0,2004.0,11.0,60.0,47.0,123.0,57.0,51.0,55.0,102.0,577.0,4.0,5.0
10.0,2009.0,126.0,43.0,47.0,123.0,63.0,38.0,72.0,69.0,299.0,4.0,0.0
14.0,2012.0,136.0,64.0,49.0,123.0,80.0,49.0,85.0,73.0,701.0,2.0,0.0
13.0,2014.0,80.0,57.0,42.0,123.0,76.0,81.0,83.0,662.0,497.0,5.0,7.0
3.0,2004.0,80.0,79.0,27.0,123.0,80.0,22.0,91.0,37.0,557.0,1.0,3.0
14.0,2008.0,5.0,100.0,13.0,123.0,70.0,59.0,67.0,48.0,469.0,5.0,9.0
8.0,2006.0,30.0,49.0,50.0,123.0,75.0,31.0,73.0,42.0,209.0,2.0,3.0
12.0,2007.0,24.0,54.0,55.0,123.0,63.0,6.0,77.0,9.0,320.0,2.0,0.0
8.0,2010.0,30.0,30.0,64.0,123.0,82.0,56.0,78.0,57.0,209.0,1.0,10.0
8.0,2011.0,77.0,28.0,18.0,122.0,78.0,65.0,82.0,468.0,72.0,5.0,7.0
2.0,2007.0,80.0,109.0,3.0,122.0,63.0,39.0,75.0,27.0,557.0,1.0,0.0
4.0,2004.0,80.0,57.0,16.0,122.0,80.0,43.0,85.0,48.0,128.0,1.0,6.0
3.0,2002.0,80.0,61.0,27.0,122.0,86.0,29.0,95.0,150.0,128.0,1.0,3.0
15.0,2001.0,117.0,98.0,19.0,122.0,89.0,24.0,83.0,61.0,828.0,4.0,10.0
7.0,2002.0,99.0,59.0,46.0,122.0,89.0,19.0,78.0,16.0,790.0,1.0,9.0
7.0,2006.0,115.0,101.0,4.0,121.0,71.0,30.0,84.0,12.0,556.0,1.0,8.0
15.0,2001.0,71.0,93.0,24.0,121.0,70.0,28.0,69.0,16.0,97.0,1.0,11.0
15.0,2004.0,5.0,78.0,40.0,121.0,73.0,55.0,78.0,22.0,664.0,5.0,10.0
2.0,2007.0,110.0,51.0,4.0,121.0,85.0,52.0,77.0,164.0,424.0,2.0,7.0
10.0,2005.0,63.0,105.0,5.0,121.0,69.0,22.0,85.0,111.0,630.0,5.0,10.0
0.0,2011.0,19.0,55.0,44.0,121.0,85.0,69.0,81.0,206.0,129.0,5.0,0.0
7.0,2002.0,101.0,103.0,14.0,121.0,86.0,41.0,86.0,184.0,685.0,1.0,2.0
